playerid,Name_x,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
15487,Victor Reyes,DET,92,336,80,55,19,3,3,27,34,2,0.038690476,0.229166666,0.107936508,0.322175732,0.253968253,0.261,0.284030971,0.292,0.361904761,0.368,0.288690476,84.38749465,-6.101119578,-4.835273504,3.731097644,-0.198032077,-0.032498972,0.168831168,0.04958678,0.3677686,0.42725881,0.68571429,0.55416991,0.68100358,0.79166667,0.74824191,0.41322314,0.30578512,0.28099174,87.89161382,10.9395849,110.854,0.242677824,0.443514644,0.313807531,2.273688993,Victor Reyes,CF/RF/LF,S,R,DET,28,4.075,-0.032498993,,,0,,,CHW,1.0,0.0,
2396,Carlos Santana,- - -,131,506,87,50,18,0,19,52,60,0,0.140316205,0.173913043,0.174013921,0.208588957,0.201856148,0.253,0.307997842,0.352,0.375870069,0.438,0.316205533,101.9496115,0.372254358,-8.138829842,1.001670084,-0.737855453,0.864853175,0.806818181,0.09275362,0.44927536,0.21259843,0.63238095,0.42594385,0.63888889,0.85843373,0.80454545,0.48405797,0.33333333,0.1826087,90.74327478,15.3674579,111.263,0.168604651,0.39244186,0.438953488,2.027136758,Carlos Santana,1B/DH,S,R,SEA,37,12.115,0.864715874,,,0,,,PIT,1.0,6725000.0,6725000.0
11342,Jesús Aguilar,- - -,129,507,109,74,19,0,16,39,51,1,0.055226824,0.234714003,0.144396551,0.278443113,0.234913793,0.24,0.288003968,0.298,0.379310344,0.393,0.281437125,82.11509289,-13.95184771,-10.13963604,1.472678237,-3.501672517,-0.713077484,0.235294117,0.06741573,0.35393258,0.35911602,0.64314516,0.49470645,0.5974359,0.84169279,0.74902724,0.37142857,0.38,0.24857143,87.76720498,18.89910889,108.144,0.24,0.308571428,0.451428571,1.794146705,Jesús Aguilar,1B,R,R,BAL,33,6.082,-0.711734414,,,0,,,OAK,1.0,3000000.0,3000000.0
11615,Brandon Drury,- - -,138,568,136,75,31,2,28,87,87,2,0.066901408,0.221830985,0.22972973,0.29347826,0.262548262,0.242,0.349555092,0.316,0.492277992,0.42,0.320422535,123.034104,12.42850455,-2.258780453,3.483362591,-2.772280771,3.119411062,0.301587301,0.10353535,0.41666667,0.2985348,0.61217391,0.45941124,0.65337423,0.88494318,0.81165049,0.47222222,0.30050505,0.22727273,89.07791627,13.79496039,112.355,0.196969696,0.409090909,0.393939393,1.725959915,Brandon Drury,3B/1B/2B,R,R,SDP,30,6.001,3.119406462,,3.0,30000000,10000000.0,,LAA,2.0,17000000.0,8500000.0
9256,AJ Pollock,CHW,138,527,120,79,26,1,14,61,56,3,0.060721062,0.185958254,0.143149284,0.278215223,0.245398773,0.258,0.29736662,0.317,0.388548057,0.419,0.292220113,92.11052086,-7.047603126,-4.529595673,3.457911135,-2.368891365,0.534487994,0.326530612,0.09367089,0.42025316,0.33004386,0.73837838,0.53565596,0.55149502,0.88140556,0.7804878,0.43797468,0.32911392,0.23291139,88.75136818,11.75687188,110.847,0.190355329,0.451776649,0.35786802,1.676919334,AJ Pollock,LF/RF/CF,R,R,CHW,35,10.052,0.534487963,,1.0,8000000,8000000.0,,SEA,1.0,7000000.0,7000000.0
12282,Rougned Odor,BAL,135,472,88,53,19,3,13,49,53,6,0.06779661,0.230932203,0.150234742,0.243506493,0.206572769,0.207,0.278355386,0.277,0.356807511,0.339,0.275423728,81.80546084,-8.873347478,-2.886819482,5.094921298,0.79050745,0.332634029,0.293577981,0.06542056,0.33333333,0.31181619,0.70484061,0.50085179,0.54385965,0.84924623,0.75056689,0.44548287,0.35825545,0.19626168,87.8198117,21.54215808,109.654,0.194267515,0.315286624,0.490445859,1.423009882,Rougned Odor,2B,L,R,BAL,29,8.121,0.332634091,,,0,,,SDP,1.0,473118.0,473118.0
2434,Nelson Cruz,WSN,124,507,105,79,16,0,10,50,64,4,0.096646942,0.234714003,0.102678571,0.295031055,0.234375,0.241,0.291587319,0.32,0.337053571,0.399,0.313492063,86.98663173,-8.522326196,-13.2870369,3.037968297,-0.856763406,-0.458609974,0.411764705,0.09253731,0.45671642,0.30978809,0.7042957,0.50803213,0.51465798,0.78439716,0.70256917,0.35240964,0.36144578,0.28614458,90.93959008,7.176202745,113.807,0.192771084,0.524096385,0.28313253,1.242501246,Nelson Cruz,DH,R,R,WSN,42,15.082,-0.458609968,,,0,,,SDP,1.0,1000000.0,1000000.0
14691,Harold Castro,DET,120,443,114,84,21,2,7,37,47,0,0.038374717,0.178329571,0.109523809,0.31845238,0.271428571,0.275,0.29654053,0.316,0.38095238,0.423,0.3,93.21898054,-4.651418744,-12.12456465,2.242467192,-1.271034566,-0.290311114,0.215189873,0.06069364,0.33236994,0.38224852,0.69618696,0.53618818,0.6873065,0.89575972,0.8200225,0.36416185,0.31213873,0.32369942,87.01349274,11.39273631,107.316,0.257309941,0.444444444,0.298245614,1.150913041,Harold Castro,2B/3B/1B/SS/,L,R,DET,29,3.141,-0.290311158,,,0,,,COL,1.0,1300000.0,1300000.0
16252,Trea Turner,LAD,160,708,194,130,39,4,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.276,0.349618402,0.335,0.466257668,0.432,0.342776203,128.0095266,29.61016418,6.760659158,6.388403327,6.570009433,6.37611391,0.34351145,0.07561437,0.41398866,0.32484076,0.71461362,0.51213235,0.52069717,0.8608137,0.74874372,0.45351044,0.32827324,0.21821632,88.92110717,10.2028032,112.477,0.214421252,0.428842504,0.356736242,1.140578602,Trea Turner,SS/2B,R,R,LAD,30,6.135,6.376113892,,7.0,210000000,30000000.0,19650000.0,PHI,11.0,300000000.0,27272727.27
15653,Dominic Smith,NYM,58,152,26,15,10,1,0,11,17,0,0.078947368,0.243421052,0.089552239,0.262626262,0.19402985,0.219,0.254076653,0.293,0.283582089,0.36,0.276315789,64.50683873,-5.626136012,-1.850149989,2.577067665,0.641945511,-0.235955892,0.324324324,0.07070707,0.46464646,0.2543554,0.65172414,0.45407279,0.50684932,0.86243386,0.76335878,0.34343434,0.44444444,0.21212121,89.5834517,10.92168635,107.154,0.161616161,0.474747474,0.363636363,1.046211115,Dominic Smith,1B/LF,L,L,NYM,28,4.081,-0.235955894,,,0,,,WSN,1.0,2000000.0,2000000.0
8709,Elvis Andrus,- - -,149,577,133,84,32,0,17,66,58,18,0.067590987,0.159445407,0.155140187,0.272300469,0.24859813,0.245,0.309976446,0.293,0.403738317,0.36,0.303292894,103.9925853,6.686101492,7.729387164,4.495728531,4.093729257,3.429664713,0.423913043,0.04514673,0.34537246,0.29055912,0.6089578,0.45470693,0.65299685,0.87411598,0.80566406,0.40632054,0.35440181,0.23927765,87.92924503,11.94525105,109.915,0.173120728,0.464692482,0.362186788,1.033095296,Elvis Andrus,SS,R,R,CHW,34,14.0,3.429669142,,2.0,20000000,10000000.0,,CHW,1.0,3000000.0,3000000.0
12160,Ben Gamel,PIT,115,423,86,55,20,2,9,42,46,5,0.113475177,0.231678486,0.137466308,0.290566037,0.231805929,0.244,0.307683822,0.316,0.369272237,0.372,0.323877068,95.02452281,-2.418352815,-11.4956193,4.140298599,0.026887078,0.066967735,0.489795918,0.0620438,0.37226277,0.23247664,0.62427071,0.42848803,0.48241206,0.88785047,0.77792916,0.39781022,0.36861314,0.23357664,88.84126487,11.3177758,109.178,0.218518518,0.433333333,0.348148148,1.003100356,Ben Gamel,RF/LF/1B,L,L,PIT,31,6.029,0.066967733,,,0,,,TBR,1.0,0.0,
5254,Robbie Grossman,- - -,129,477,86,59,19,1,7,40,45,6,0.117400419,0.270440251,0.102189781,0.283154121,0.209245742,0.205,0.283252724,0.281,0.311435523,0.305,0.310272536,82.35983961,-9.545870638,-5.770720497,3.435424407,-0.027058918,0.021550707,0.434108527,0.03496503,0.3006993,0.21384298,0.60288066,0.40876289,0.5410628,0.85836177,0.77553594,0.48951049,0.31118881,0.1993007,86.69506922,21.08430133,105.826,0.242105263,0.312280701,0.445614035,0.994142186,Robbie Grossman,LF/RF,S,L,ATL,33,8.06,0.021547582,,,0,,,TEX,1.0,2000000.0,2000000.0
5235,Justin Turner,LAD,128,532,130,81,36,0,13,61,81,3,0.093984962,0.167293233,0.160256411,0.312834224,0.277777777,0.267,0.342769937,0.339,0.438034188,0.427,0.34962406,123.3267221,10.26548939,-6.731637478,2.78573092,-4.152732801,2.292635918,0.561797752,0.08010336,0.40568475,0.27042802,0.67741935,0.48227612,0.6942446,0.86111111,0.81624758,0.35917313,0.34883721,0.29198966,89.45096948,18.41770563,108.86,0.245478036,0.320413436,0.434108527,0.975415728,Justin Turner,3B/DH,R,R,LAD,38,12.045,2.292635918,,1.0,12000000,12000000.0,,BOS,2.0,21700000.0,10850000.0
15082,Adam Engel,CHW,119,260,55,39,13,1,2,32,17,12,0.042307692,0.292307692,0.085714286,0.317365269,0.224489795,0.219,0.256305084,0.246,0.310204081,0.287,0.269230769,63.12193792,-9.783950656,0.316307187,6.818862992,1.005734751,-0.130664985,0.144736842,0.01775148,0.32544379,0.28628231,0.65714286,0.46928499,0.40972222,0.80745342,0.68454936,0.41420118,0.31360947,0.27218935,87.9397806,15.02694611,111.202,0.214285714,0.392857142,0.392857142,0.912112431,Adam Engel,CF/RF/LF,R,R,CHW,31,5.058,-0.130664974,,,0,,,SDP,1.0,1000000.0,1000000.0
12180,Jorge Alfaro,SDP,82,274,63,42,14,0,7,25,40,1,0.040145985,0.357664233,0.13671875,0.363636363,0.24609375,0.238,0.291034514,0.295,0.3828125,0.397,0.284671532,89.94182712,-3.89918466,-1.874207616,2.368347491,-0.697223756,0.383508122,0.112244897,0.11180124,0.38509317,0.47388781,0.78615071,0.62599206,0.46938776,0.7642487,0.64976228,0.35403727,0.37267081,0.27329193,89.41849695,7.99002555,115.202,0.242236024,0.465838509,0.291925465,0.872798868,Jorge Alfaro,C,R,R,SDP,30,5.083,0.383508146,,,0,,,BOS,1.0,0.0,
4106,Michael Brantley,HOU,64,277,70,50,14,1,5,28,26,1,0.111913357,0.108303249,0.127572017,0.311004784,0.288065843,0.31,0.344920999,0.374,0.41563786,0.467,0.369565217,127.7268327,7.027148307,-5.539426297,2.462980029,-1.61551062,1.07606183,1.033333333,0.06046512,0.45116279,0.22177419,0.60196078,0.41451292,0.78181818,0.9218241,0.88489209,0.37209302,0.41860465,0.20930233,89.81226859,10.68726859,108.221,0.242990654,0.443925233,0.313084112,0.82289323,Michael Brantley,DH/LF/RF,L,L,HOU,36,12.131,1.076061845,,1.0,12000000,12000000.0,,HOU,1.0,12000000.0,12000000.0
14350,Raimel Tapia,TOR,128,433,109,79,20,3,7,47,52,8,0.036951501,0.187066974,0.114355231,0.314814814,0.265206812,0.256,0.292947872,0.286,0.379562043,0.366,0.292056074,90.83893491,-2.498691671,-7.162828922,5.279070964,1.965072155,0.423473793,0.197530864,0.05059524,0.375,0.41532756,0.69180754,0.55006337,0.67559524,0.88533835,0.80414747,0.33832335,0.36826347,0.29341317,87.6429214,4.038101427,111.68,0.196374622,0.546827794,0.256797583,0.807646249,Raimel Tapia,LF/RF/CF,L,L,TOR,29,5.02,0.423473835,,,0,,,BOS,1.0,731183.0,731183.0
13338,Omar Narváez,MIL,84,296,54,37,12,1,4,21,23,0,0.097972972,0.192567567,0.099236641,0.247524752,0.20610687,0.207,0.269302787,0.268,0.305343511,0.293,0.291525423,71.00868443,-10.6687323,13.06583682,1.612793846,-0.698483406,1.320844998,0.508771929,0.02415459,0.18357488,0.27288428,0.71641791,0.49915398,0.6835443,0.84027778,0.79830508,0.40096618,0.32850242,0.2705314,84.67761892,17.74124461,106.392,0.196078431,0.357843137,0.446078431,0.777149315,Omar Narváez,C,L,R,MIL,31,6.089,1.320845008,,2.0,14000000,7000000.0,,NYM,2.0,15000000.0,7500000.0
15937,Aledmys Díaz,HOU,92,327,74,49,13,0,12,35,38,1,0.055045871,0.16207951,0.160655738,0.256198347,0.24262295,0.261,0.300947171,0.308,0.403278688,0.396,0.287461773,96.68223292,-3.66613936,1.035610855,2.054616048,-2.445293067,0.80969957,0.339622641,0.06299213,0.36614173,0.30782313,0.74232082,0.52470187,0.61325967,0.85977011,0.78733766,0.48818898,0.32283465,0.18897638,86.6147926,12.37419007,111.998,0.225296442,0.403162055,0.371541501,0.675929673,Aledmys Díaz,2B/SS/3B/LF,R,R,HOU,32,6.1,0.809699595,,,0,,,OAK,2.0,14500000.0,7250000.0
12164,Miguel Sanó,MIN,20,71,5,4,0,0,1,1,3,1,0.126760563,0.352112676,0.05,0.114285714,0.083333333,0.167,0.176426944,0.302,0.133333333,0.336,0.211267605,7.909607104,-8.131023124,-2.836376786,2.696096681,-0.773357996,-0.915761629,0.36,0.13888889,0.52777778,0.17261905,0.63291139,0.39570552,0.24137931,0.78,0.65891473,0.5,0.27777778,0.22222222,93.89037408,30.04730225,108.048,0.222222222,0.166666666,0.611111111,0.58102685,Miguel Sanó,1B/DH,R,R,MIN,30,7.066,-0.91576159,,1.0,5000000,5000000.0,,,,,
15104,Jonathan Davis,MIL,37,91,17,16,1,0,0,9,4,7,0.153846153,0.285714285,0.013157895,0.34,0.22368421,0.218,0.278283392,0.284,0.236842105,0.262,0.344444444,77.14939138,-1.387057329,3.476163656,5.147275607,1.028879254,0.548042332,0.538461538,0.0,0.21568627,0.22159091,0.58,0.41223404,0.53846154,0.87931034,0.79354839,0.45098039,0.39215686,0.15686275,84.60257813,2.756616516,109.114,0.2,0.6,0.2,0.580539936,Jonathan Davis,CF/LF/RF,R,R,MIL,31,2.075,0.548042297,,,0,,,DET,1.0,0.0,
11038,Kevin Kiermaier,TBR,63,221,47,32,8,0,7,28,22,6,0.063348416,0.276018099,0.140776699,0.289855072,0.228155339,0.25,0.286161449,0.305,0.368932038,0.388,0.280542986,88.73360633,0.072425722,1.965491951,4.907642677,2.874273516,0.947866619,0.229508196,0.06896552,0.3862069,0.28894472,0.72055427,0.51383875,0.35652174,0.83333333,0.70491803,0.33103448,0.33793103,0.33103448,87.86434537,5.305312163,109.85,0.2,0.524137931,0.275862068,0.557047274,Kevin Kiermaier,CF,L,R,TBR,33,8.131,0.947866619,,2.0,16000000,8000000.0,,TOR,1.0,9000000.0,9000000.0
11899,Joc Pederson,SFG,134,433,104,59,19,3,23,57,70,3,0.09699769,0.230946882,0.247368421,0.310344827,0.27368421,0.266,0.373204232,0.367,0.521052631,0.502,0.353348729,144.4071688,22.32041353,-15.00259495,3.966500366,-0.019801419,2.332348737,0.42,0.15140845,0.52112676,0.28121485,0.65326633,0.45697329,0.56,0.88076923,0.77662338,0.37676056,0.36971831,0.25352113,93.16222838,14.77938438,112.82,0.189285714,0.360714285,0.45,0.521646075,Joc Pederson,RF/LF,L,L,SFG,31,8.028,2.332348824,,2.0,20000000,10000000.0,19650000.0,SFG,1.0,19650000.0,19650000.0
11902,Hanser Alberto,LAD,73,159,38,25,9,2,2,13,15,0,0.018867924,0.157232704,0.121794872,0.279069767,0.243589743,0.216,0.269575342,0.234,0.365384615,0.304,0.257861635,73.27813983,-5.275508261,-3.358191676,3.562757065,-0.339110153,-0.33219601,0.12,0.01526718,0.18320611,0.4469697,0.76653696,0.60460653,0.59322034,0.83756345,0.74603175,0.46564885,0.29770992,0.23664122,82.85079355,10.75588725,104.083,0.157480314,0.488188976,0.354330708,0.514068165,Hanser Alberto,2B/3B,R,R,LAD,30,6.085,-0.332195967,,,0,,,CHW,1.0,791398.0,791398.0
12976,Austin Hedges,CLE,105,338,48,37,4,0,7,26,30,2,0.073964497,0.23076923,0.085034013,0.193396226,0.163265306,0.18,0.224976444,0.238,0.248299319,0.261,0.240853658,42.74847091,-22.22297644,11.24737433,2.920008485,-0.447326122,-0.029974215,0.32051282,0.03056769,0.22270742,0.278125,0.65772871,0.46703297,0.52808989,0.83932854,0.74621849,0.45414847,0.33187773,0.2139738,84.18294571,16.70482273,107.12,0.179723502,0.382488479,0.437788018,0.469289501,Austin Hedges,C,R,R,CLE,30,6.166,-0.029974166,,,0,,,PIT,1.0,5000000.0,5000000.0
6310,Alcides Escobar,WSN,42,131,27,21,4,2,0,12,8,1,0.038167938,0.244274809,0.064516129,0.29347826,0.217741935,0.21,0.24193589,0.233,0.282258064,0.264,0.259541984,53.03626162,-6.809330231,-0.728779674,5.304586012,0.338600276,-0.318299584,0.15625,0.01086957,0.17391304,0.40392157,0.65490196,0.52941176,0.66990291,0.88622754,0.8037037,0.2826087,0.43478261,0.2826087,81.75176532,15.65135377,108.093,0.296703296,0.351648351,0.351648351,0.454033751,Alcides Escobar,SS/2B,R,R,WSN,36,10.003,-0.318299592,,,0,,,,,,
12510,Curt Casali,- - -,57,176,30,21,4,0,5,20,17,0,0.136363636,0.284090909,0.128378379,0.263157894,0.202702702,0.189,0.295096947,0.289,0.331081081,0.325,0.318181818,92.57204276,-1.912134755,0.357103527,1.43112244,-0.445816774,0.457880887,0.48,0.06,0.38,0.22976501,0.70951157,0.47150259,0.51136364,0.81521739,0.74175824,0.48,0.27,0.25,87.11775963,25.38758372,106.596,0.23,0.28,0.49,0.392209668,Curt Casali,C,R,R,SEA,34,6.151,0.457881242,,,0,,,CIN,1.0,3250000.0,3250000.0
18314,Dansby Swanson,ATL,162,696,177,119,32,1,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.257,0.337436752,0.337,0.446875,0.461,0.329022988,116.7711499,17.26822706,21.98793221,4.79645712,3.706392383,6.635719456,0.269230769,0.10822511,0.46103896,0.25597533,0.70632737,0.49400218,0.51204819,0.78286271,0.71670346,0.3982684,0.35064935,0.25108225,90.17573041,15.74891752,109.62,0.212121212,0.387445887,0.4004329,0.390889457,Dansby Swanson,SS,R,R,ATL,29,6.047,6.635719299,,6.0,141000000,23500000.0,19650000.0,CHC,7.0,177000000.0,25285714.29
14566,Franmil Reyes,- - -,118,473,97,64,17,2,14,43,47,2,0.063424947,0.33192389,0.143835616,0.307407407,0.221461187,0.203,0.279756885,0.275,0.365296803,0.358,0.272727272,81.08197316,-12.43424956,-12.18446224,3.179129639,-2.34096624,-0.957936689,0.191082802,0.11267606,0.45774648,0.29424539,0.65879828,0.47760389,0.36531365,0.78338762,0.65536723,0.42605634,0.29929577,0.27464789,91.98637644,9.920239775,112.369,0.179577464,0.475352112,0.345070422,0.371375656,Franmil Reyes,DH/RF,R,R,CHC,27,4.115,-0.957936943,,,0,,,KCR,1.0,2000000.0,2000000.0
15191,Chad Pinder,OAK,111,379,85,55,18,0,12,38,42,2,0.036939313,0.311345646,0.149584488,0.313304721,0.235457063,0.235,0.280702423,0.28,0.385041551,0.38,0.262599469,84.80019659,-6.430863911,-10.08602762,2.883558255,0.051665919,-0.475637416,0.118644067,0.06477733,0.4048583,0.30165913,0.72351421,0.52887961,0.45,0.77321429,0.68815789,0.41463415,0.34552846,0.2398374,87.47031573,9.665404265,109.787,0.2,0.493877551,0.306122448,0.367877653,Chad Pinder,3B/2B/SS/LF/,R,R,OAK,31,6.047,-0.475637436,,,0,,,CIN,1.0,0.0,
5222,Justin Upton,SEA,17,57,6,4,1,0,1,2,3,0,0.105263157,0.403508771,0.083333333,0.208333333,0.125,0.157,0.230911994,0.249,0.208333333,0.218,0.263157894,52.04381181,-4.138698207,-1.300441347,0.14285714,-1.062694499,-0.381805336,0.260869565,0.04,0.32,0.25225225,0.6440678,0.45414847,0.28571429,0.77631579,0.64423077,0.56,0.28,0.16,88.52454631,26.51202901,105.292,0.16,0.28,0.56,0.34851998,Justin Upton,DH/LF/RF,R,R,SEA,35,14.06,-0.38180536,,,0,,,,,,
6012,Didi Gregorius,PHI,63,232,45,31,9,4,1,17,19,1,0.056034482,0.155172413,0.093457944,0.245810055,0.210280373,0.237,0.251484232,0.275,0.303738317,0.327,0.262931034,58.60606334,-10.87947613,-1.208451748,5.081468135,0.278131417,-0.431199965,0.361111111,0.02777778,0.22777778,0.42201835,0.80306905,0.60217654,0.58152174,0.90764331,0.78714859,0.34444444,0.42222222,0.23333333,84.52392854,15.77890239,106.464,0.191011235,0.398876404,0.410112359,0.347237972,Didi Gregorius,SS,L,R,PHI,33,8.159,-0.431199998,,,0,,,,,,
10199,Billy Hamilton,- - -,37,23,1,1,0,0,0,13,0,10,0.086956521,0.52173913,0.0,0.125,0.05,0.154,0.102788123,0.196,0.05,0.174,0.136363636,-44.59850462,-2.055989434,-0.670137778,7.488241385,1.762452915,-0.205486901,0.166666666,0.0,0.11111111,0.35555556,0.76190476,0.55172414,0.5,0.5,0.5,0.44444444,0.22222222,0.33333333,78.40896861,28.29938507,105.74,0.166666666,0.166666666,0.666666666,0.33215412,Billy Hamilton,CF/LF,S,R,MIN,32,8.087,-0.20628278,,,0,,,CHW,1.0,0.0,
3298,Charlie Culberson,TEX,70,124,29,21,6,0,2,19,12,2,0.04032258,0.25,0.104347826,0.329268292,0.252173913,0.226,0.280978764,0.251,0.356521739,0.303,0.283333333,81.06645336,-2.541595489,-5.170796096,4.098232944,0.10033266,-0.397996182,0.161290322,0.01136364,0.27272727,0.42009132,0.74545455,0.58314351,0.51086957,0.81707317,0.70703125,0.45454545,0.32954545,0.21590909,85.28805687,5.87067486,103.75,0.166666666,0.559523809,0.273809523,0.329902875,Charlie Culberson,3B/2B/LF,R,R,TEX,34,7.051,-0.397996187,,,0,,,TBR,1.0,0.0,
10231,Jose Iglesias,COL,118,467,128,95,30,0,3,48,47,2,0.036402569,0.119914346,0.088838269,0.326370757,0.291571753,0.266,0.311555654,0.281,0.380410022,0.323,0.327623126,87.08973373,-7.540913639,4.105604827,2.184729352,-0.536069993,1.326118127,0.303571428,0.00518135,0.2746114,0.41148886,0.62259887,0.51898734,0.78062678,0.93647913,0.87583149,0.41450777,0.3626943,0.22279793,83.83676579,5.97009786,109.939,0.22077922,0.522077922,0.257142857,0.315266231,Jose Iglesias,SS/2B,R,R,COL,33,10.036,1.326118112,,1.0,5000000,5000000.0,,MIA,1.0,0.0,
12981,Cam Gallagher,KCR,18,47,9,4,5,0,0,1,5,0,0.063829787,0.276595744,0.119047619,0.310344827,0.214285714,0.187,0.26464489,0.22,0.333333333,0.242,0.266666666,65.07625673,-1.920173904,0.824482679,0.14285714,-0.073092703,0.041033129,0.23076923,0.0,0.25806452,0.25,0.71111111,0.48850575,0.61904762,0.875,0.81176471,0.48387097,0.35483871,0.16129032,85.82006836,16.25548009,110.245,0.142857142,0.392857142,0.464285714,0.298819184,Cam Gallagher,C,R,R,BAL,30,4.073,0.041033115,,,0,,,CLE,1.0,1250000.0,1250000.0
3142,Robinson Chirinos,BAL,67,220,35,22,9,0,4,10,22,1,0.086363636,0.304545454,0.107692308,0.248,0.179487179,0.168,0.251383574,0.245,0.287179487,0.281,0.264840182,62.76392771,-9.438741785,-9.945203513,1.62668866,-0.220377022,-1.304671867,0.283582089,0.06923077,0.33076923,0.3059867,0.71393035,0.4982415,0.49275362,0.77003484,0.68,0.51538462,0.33846154,0.14615385,84.77157665,17.59187761,107.602,0.181102362,0.401574803,0.417322834,0.277013903,Robinson Chirinos,C,R,R,BAL,39,10.022,-1.304671884,,,0,,,,,,
9368,Evan Longoria,SFG,89,298,65,38,13,0,14,31,42,0,0.090604026,0.278523489,0.206766917,0.296511627,0.244360902,0.233,0.329907353,0.324,0.451127819,0.437,0.315436241,114.8018763,3.09761106,-0.032121956,0.880036621,-2.027218207,1.398246988,0.325301204,0.12365591,0.46774194,0.25862069,0.62108731,0.44397641,0.54666667,0.79575597,0.72485769,0.47849462,0.29032258,0.2311828,91.11480385,18.15335313,109.618,0.220430107,0.365591397,0.413978494,0.260128409,Evan Longoria,3B,R,R,SFG,37,14.17,1.398247004,,1.0,8000000,8000000.0,,ARI,1.0,4000000.0,4000000.0
2136,David Peralta,- - -,134,490,110,65,30,3,12,39,59,1,0.083673469,0.232653061,0.164009111,0.307210031,0.250569476,0.249,0.314718114,0.313,0.414578587,0.399,0.31632653,103.5986867,2.563487098,-3.098219246,2.53280439,0.447917898,1.661321722,0.359649122,0.08459215,0.44108761,0.33369923,0.67138194,0.50327869,0.52302632,0.86385737,0.75135722,0.3897281,0.39274924,0.21752266,90.33495799,15.05784953,113.007,0.226586102,0.362537764,0.410876132,0.23521889,David Peralta,LF/RF,L,L,TBR,35,8.12,1.658305287,,1.0,8000000,8000000.0,,LAD,1.0,6500000.0,6500000.0
14553,Nomar Mazara,SDP,55,171,42,32,8,0,2,16,18,0,0.058479532,0.233918128,0.088050314,0.341880341,0.264150943,0.25,0.29735035,0.294,0.352201257,0.357,0.315789473,94.26043378,-2.376717375,-1.282142162,1.26785714,-1.236411015,0.233488372,0.25,0.04201681,0.32773109,0.29775281,0.63128492,0.46498599,0.62264151,0.82300885,0.75903614,0.34453782,0.36134454,0.29411765,86.06842503,17.59648479,110.43,0.25210084,0.361344537,0.386554621,0.234916994,Nomar Mazara,RF/LF,L,L,SDP,28,5.112,0.233488366,,,0,,,BAL,1.0,0.0,
