playerid,Name_x,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
13182,Kyle Crick,CHW,2,0,0,14,0,15.2,10.91489539,6.319149962,0.0,0.294117647,0.69565217,0.323529411,0.0,4.021277249,4.37,3.176260799,4.121177593,0.136051074,0.04301075,92.27083333,0.300771181,,,,0.38351254,92.38912821,1.393432993,,,,0.5734767,79.8928772,-0.144467231,,,,,,,,,,,,,,,,,,,41.71666667,106.7046729,126.7525,,,,115.4064516,91.1483871,99.80143369,,Kyle Crick,RP,L,R,CHW,30,5.027,0.136051074,,,0,,,TBR,1.0,0.0,
13183,Zach Davies,ARI,2,5,0,27,27,134.1,6.833747157,3.4838711,1.406947944,0.256997455,0.75034106,0.428571428,0.130434782,4.08684879,4.56,4.832034044,4.574015231,0.445978314,,,,0.05802792,87.4448646,-1.174807116,0.54101222,89.43458291,-9.653405689,0.33246073,79.59836368,9.455174383,0.0095986,76.1192516,-0.615280297,0.05890052,74.54253472,-2.261854336,,,,,,,,,,,,,,103.6653543,85.1080292,,67.24204046,84.55,,58.21937984,,80.2541958,101.6484266,96.79755245,,Zach Davies,SP,R,R,ARI,30,7.02,0.445978314,,,0,,,ARI,1.0,5000000.0,5000000.0
13218,Michael Fulmer,- - -,5,6,3,67,0,63.2,8.623037769,3.958115697,0.5654451,0.308988764,0.75231481,0.35359116,0.05479452,3.392670598,3.78,3.567928443,4.448561539,0.680271629,0.15244487,94.34050093,-2.820470434,,,,0.13135187,94.50549584,0.146954022,0.06040268,86.63643198,-0.88751971,0.63470757,90.28694711,7.713639565,0.021093,78.99639962,-2.02667312,,,,,,,,,,,,,,84.96190476,101.5045455,94.30552147,105.9896296,,,,,108.9842761,93.94141898,98.77488015,,Michael Fulmer,RP,R,R,MIN,30,6.157,0.680271626,,,0,,,CHC,1.0,4000000.0,4000000.0
13273,Ross Stripling,TOR,10,4,1,32,24,134.1,7.436724953,1.339950442,0.803970265,0.268542199,0.73649755,0.4375,0.076923076,3.014888494,3.54,3.112431002,3.670279371,3.006039905,0.33498268,91.94653284,2.125230063,,,,0.07521029,89.84356609,2.953059595,0.27263731,82.5471311,3.804460298,0.22018803,87.0771638,7.391937431,0.09698169,76.07989253,-1.340542667,,,,,,,,,,,,,,113.1271248,,83.82058394,76.53071895,111.9136771,127.005102,,,101.5530595,108.0472608,101.824595,,Ross Stripling,SP,R,R,TOR,33,6.115,3.006040096,,2.0,22000000,11000000.0,,SFG,2.0,25000000.0,12500000.0
13293,Danny Coulombe,MIN,0,0,0,10,0,12.1,6.567568753,6.567568753,0.0,0.2,0.8125,0.371428571,0.0,1.459459723,3.08,3.842160863,5.52258049,0.029499618,0.35111111,91.75343651,2.1998653,,,,0.01777778,90.9504776,-0.574099865,0.19555556,76.59944292,-0.436498206,0.28444444,83.27099609,0.753695119,0.15111111,79.86404239,0.689204697,,,,,,,,,,,,,,135.7295455,117.9,101.8042857,42.11538462,137.165625,,,,116.1708696,87.05913043,89.21086957,,Danny Coulombe,RP,L,L,MIN,33,4.008,0.029499618,,,0,,,MIN,1.0,1000000.0,1000000.0
13435,Pierce Johnson,SDP,1,2,0,15,0,14.1,13.18604856,5.023256594,0.627907074,0.382352941,0.67961165,0.542857142,0.111111111,5.023256594,2.64,2.763593738,2.786151274,0.293300927,0.38571429,94.71208587,-0.936044004,,,,,,,,,,,,,0.61428571,84.10720612,1.408799164,,,,,,,,,,,,,,,125.8526316,92.16944444,,,,,,113.1176259,103.4852518,102.7992806,,Pierce Johnson,RP,R,R,SDP,32,3.137,0.293300927,,,0,,,COL,1.0,5000000.0,5000000.0
13449,Taylor Rogers,- - -,4,8,31,66,0,64.1,11.75129696,2.658031456,0.979274747,0.326797386,0.63471503,0.424050632,0.118644067,4.756477342,4.08,3.314503568,3.257640268,1.005404353,0.00092166,94.32740021,0.081322357,,,,0.42857143,94.33472152,-0.987294745,,,,0.57050691,80.91014994,1.982348457,,,,,,,,,,,,,,,,,,,46.3,81.18168103,108.788853,,,,96.86746544,96.35612903,99.4243318,,Taylor Rogers,RP,L,L,MIL,32,6.145,1.005404353,,2.0,15000000,7500000.0,,SFG,3.0,33000000.0,11000000.0
13475,Daniel Norris,- - -,2,4,0,41,3,58.2,10.12500126,4.448864191,1.68750021,0.248175182,0.6402439,0.469387755,0.215686274,5.215909741,4.49,5.140840345,3.990252241,-0.421548374,0.33531746,91.46658921,-0.598750859,,,,0.08531746,90.91900493,-1.52959834,0.27876984,86.88419871,5.376080137,0.28571429,80.16134771,-3.662188798,0.01488095,76.33031006,-0.301336575,,,,,,,,,,,,,,117.0300353,64.40666667,85.4684058,61.53417722,90.46027875,,,,93.67388898,91.35374145,93.47468314,,Daniel Norris,RP,L,L,DET,30,7.063,-0.421548367,,,0,,,CIN,1.0,0.0,
13758,Tyler Duffey,MIN,2,4,2,40,0,44.0,7.977273419,3.068182084,1.636363778,0.303278689,0.74297189,0.446153846,0.235294117,4.909091335,5.53,4.794249329,3.574534672,-0.423156619,0.36842105,92.33619505,-1.747941434,,,,0.14304993,92.45658903,2.599830344,0.04453441,79.02490234,1.224895235,0.11470985,83.81391314,-1.433232613,0.317139,82.11678856,-4.544582497,0.01214575,72.5967475,-0.508384593,,,,,,,,,,,82.97272727,,78.32124542,78.76132075,,116.1012658,,,94.20401107,101.6439834,101.1878285,,Tyler Duffey,RP,R,R,MIN,32,5.074,-0.423156619,,,0,,,CHC,1.0,0.0,
13763,Dominic Leone,SFG,4,5,3,55,0,49.1,9.486488198,4.378379168,1.094594792,0.35,0.77903683,0.388888888,0.109090909,4.013514238,3.7,4.044863602,4.114194369,0.019012814,0.3716707,95.41477504,-7.967460833,0.27118644,91.20858329,1.157280341,0.00242131,95.43855286,0.095175445,,,,0.35472155,85.00227976,1.229924571,,,,,,,,,,,,,,,,,,,110.4333333,75.6,120.9901695,,92.63794643,,109.3256442,99.11656442,101.1909202,,Dominic Leone,RP,R,R,SFG,31,6.153,0.019012814,,,0,,,TEX,1.0,0.0,
13774,Zach Eflin,PHI,3,5,1,20,13,75.2,7.731277598,1.784140984,0.951541858,0.281818182,0.65989848,0.44493392,0.096385542,4.044052897,3.24,3.561770212,3.811162204,1.389717817,0.15410385,93.28007275,1.955347832,0.13902848,90.35456719,-2.766397476,0.40033501,92.91666939,-0.379331764,0.06030151,87.16293674,2.742240869,0.04522613,86.3869482,-0.553958956,0.20100503,78.48635712,2.474855177,,,,,,,,,,,,,,66.39452055,104.2325,74.4027027,93.53865546,87.81219512,,78.09462291,,88.61505878,107.3210021,102.5713596,,Zach Eflin,SP,R,R,PHI,29,6.018,1.389717817,,3.0,30000000,10000000.0,,TBR,3.0,41000000.0,13333333.0
13799,Matt Strahm,BOS,4,4,4,50,0,44.2,10.47761522,3.425374207,1.007463002,0.289473684,0.67924528,0.367521367,0.094339622,3.828359408,3.34,3.716908803,4.018242742,0.325621068,0.40837696,94.33205629,4.1948222,,,,0.12172775,94.17374412,0.056114964,0.09031414,88.24559132,-4.915717173,0.20811518,88.81059601,0.887959119,0.17146597,82.85016102,1.199080758,,,,,,,,,,,,,,88.22285714,102.1581395,108.8458194,110.2,80.7,,,,104.7796855,100.9547837,99.77706422,,Matt Strahm,RP,R,L,BOS,31,6.064,0.325621068,,,0,,,PHI,2.0,15000000.0,7500000.0
13801,Austin Adams,SDP,1,0,0,2,0,2.1,7.714286765,11.57143015,0.0,0.0,1.0,1.0,0.0,0.0,3.78,5.255288436,5.255288436,-0.01758913,0.21276596,92.65344849,-0.20572162,,,,,,,,,,0.78723404,86.05513619,1.196236916,,,,,,,,,,,,,,,,,,,73.82,,94.87027027,,,,90.65,89.01666667,93.05833333,,Austin Adams,RP,R,R,SDP,32,4.015,-0.01758913,,,0,,,ARI,1.0,0.0,
13834,Alec Mills,CHC,0,1,0,7,2,17.2,5.603774392,1.528302107,3.566038249,0.35,0.5785124,0.343283582,0.225806451,9.679246676,8.18,8.036960012,5.48364558,-0.577136174,0.22516556,88.7559599,-3.195254937,,,,0.37417219,88.57679843,0.440552916,0.18543046,79.03673444,-5.274294738,0.12913907,76.1864671,-2.500001263,0.08609272,65.91770113,-0.980362251,,,,,,,,,,,,,,75.79642857,70.54230769,79.32714286,72.2963964,86.69487179,,,,76.25264901,102.5122517,97.66092715,,Alec Mills,SP,R,R,CHC,31,3.097,-0.577136159,,,0,,,,,,
14078,Michael Wacha,BOS,11,2,0,23,23,127.1,7.350785634,2.191099564,1.27225136,0.259776536,0.80298013,0.409574468,0.124137931,3.321989661,4.56,4.141226854,3.989291484,1.533195734,0.36121088,93.24685946,-9.942448273,0.17393535,88.96260831,4.723294936,0.09286814,92.69547436,7.179606482,0.29758851,84.53808594,6.300758868,,,,0.07439713,74.95262662,-3.161437668,,,,,,,,,,,,,,116.4055172,68.34896552,89.08398134,74.81755102,,,81.475,,92.56680349,103.9332478,97.07742432,,Michael Wacha,SP,R,R,BOS,31,9.062,1.533195734,,2.0,20000000,10000000.0,,SDP,4.0,26000000.0,6500000.0
14361,Ty Blach,COL,1,0,1,24,1,44.1,5.887218721,2.233082963,0.812030168,0.319727891,0.59931507,0.429530201,0.070175438,5.887218721,4.08,3.856791989,4.587191833,0.302146874,0.54977712,91.23244101,2.452048838,,,,,,,0.19465082,80.82758826,-4.66501018,0.16939079,85.17896659,4.403203566,0.08618128,79.32212146,-6.293091394,,,,,,,,,,,,,,32.91818182,71.88275862,,94.92243243,,,71.01140351,,76.82552757,106.3284755,93.03255647,,Ty Blach,RP,R,L,COL,32,3.007,0.302146882,,,0,,,COL,1.0,1100000.0,1100000.0
14542,Carlos Estévez,COL,4,4,2,62,0,57.0,8.526316931,3.631579433,1.105263306,0.246666667,0.70446735,0.361290322,0.101449275,3.473684675,4.17,4.077343412,4.27287833,0.327445805,0.703,97.53696213,2.414131518,,,,,,,0.148,88.498357,1.281336769,0.149,87.306444,0.278842989,,,,,,,,,,,,,,,,,93.61283784,,107.7174757,,119.5966887,,,,107.4048972,98.94299706,99.95210578,,Carlos Estévez,RP,R,R,COL,30,6.022,0.327445805,,,0,,,LAA,2.0,13500000.0,6750000.0
14710,Edwin Díaz,NYM,3,1,32,61,0,62.0,17.12903437,2.612903547,0.435483925,0.329787234,0.90361446,0.46875,0.09375,1.306451774,1.69,0.90275331,1.037782697,3.000324011,0.41918103,99.14885925,1.157835413,,,,,,,,,,0.58081897,90.79634595,20.54078411,,,,,,,,,,,,,,,,,,,114.0886889,,164.6033395,,,,143.3457701,100.3119306,112.3546638,,Edwin Díaz,RP,R,R,NYM,29,6.121,3.000324011,,5.0,100000000,20000000.0,,NYM,5.0,102000000.0,18600000.0
14843,Michael Lorenzen,LAA,8,6,0,18,18,97.2,7.832764709,4.054607614,1.013651904,0.262172285,0.71302817,0.501805054,0.123595505,4.23890796,3.91,4.310383251,4.195224992,0.994760513,0.20012092,95.04755358,-2.240630656,0.10882709,90.8480089,-3.590044312,0.24002418,94.23388303,8.172485292,0.22309553,86.01800157,3.058562253,0.20677146,83.66372556,2.298821438,0.02116082,81.392899,-1.769803975,,,,,,,,,,,,,,102.6235772,84.37428571,95.56515581,89.09385027,112.4847507,,93.38516484,,98.74824029,97.7839199,97.34490291,,Michael Lorenzen,SP,R,R,LAA,31,7.159,0.994760513,,,0,,,DET,1.0,8500000.0,8500000.0
14875,Caleb Smith,ARI,1,3,0,44,1,70.0,8.357143768,5.014286261,1.800000196,0.234972678,0.80103359,0.30927835,0.13592233,4.114286163,3.86,5.569574127,5.147831918,-0.794796377,0.45623987,91.75323757,-5.431664269,,,,,,,0.22366288,83.39344931,5.137854077,0.28768233,85.2415082,-2.757712655,0.03160454,78.70153652,-1.036752488,,,,,,,,,,,,,0.00081037,80.16021898,88.71171429,85.80923623,,96.69495798,,,,87.80843006,98.55932194,96.08259864,,Caleb Smith,RP,R,L,ARI,31,5.077,-0.794796407,,,0,,,PIT,1.0,0.0,
14966,Reyes Moronta,- - -,2,2,2,39,0,37.2,9.07964709,4.300885464,1.194690407,0.255102041,0.69767442,0.316831683,0.092592592,4.300885464,3.27,4.413316111,4.809951941,0.128598765,0.53354134,95.31183468,-0.035011746,,,,,,,0.09672387,88.91151084,0.188847922,0.36973479,82.00969352,1.656926785,,,,,,,,,,,,,,,,,93.65967742,,99.96491228,,113.7299578,,,,104.4427564,95.80900311,97.2605459,,Reyes Moronta,RP,R,R,ARI,30,4.111,0.128598765,,,0,,,TEX,1.0,0.0,
14975,Chad Kuhl,COL,6,11,0,27,27,137.0,7.226277372,3.810218978,1.642335766,0.31026253,0.69398907,0.36590909,0.142857142,5.715328467,5.28,5.258416403,4.777136445,0.450533181,0.03663158,93.55914938,-4.178068195,,,,0.41347368,92.76882319,-17.10464524,0.06905263,87.79989996,-6.14932394,0.36589474,86.60663298,3.666249469,0.11452632,79.56221996,-4.452202626,0.00042105,63.64450073,-0.036456525,,,,,,,,,,,66.43918129,,77.8440678,80.03253493,116.1091954,119.1677656,,,96.7342616,95.42810127,94.52949367,,Chad Kuhl,SP,R,R,COL,30,6.079,0.450533181,,,0,,,WSN,1.0,946237.0,946237.0
15010,Corey Knebel,PHI,3,5,12,46,0,44.2,8.261195206,5.641791848,0.805970264,0.243697479,0.71428571,0.393442622,0.085106382,3.425373622,3.8,4.455714775,4.849237861,-0.018493634,0.69911504,95.8242682,5.052337658,,,,,,,,,,0.03034134,79.76295471,-0.110449616,0.27054362,78.90066443,-2.016659442,,,,,,,,,,,,,,,,109.6578662,,154.825,80.05841121,,,103.0363522,94.75295597,94.10540881,,Corey Knebel,RP,R,R,PHI,31,7.151,-0.018493634,,,0,,,,,,
15046,Trevor Gott,MIL,3,4,0,45,0,45.2,8.671534054,2.364963833,1.576642555,0.226890756,0.6443299,0.436507936,0.156862745,4.138686708,2.94,4.448197611,3.824084523,-0.119867362,0.32720105,95.30506401,0.523550738,,,,0.22076216,95.16572498,-0.315401353,0.01051248,90.20739746,-1.588681169,0.33771353,91.63919625,4.09173457,0.10381078,82.80221519,0.15112076,,,,,,,,,,,,,,124.175,117.7506329,108.1388,94.37005988,,,88.11712062,,99.48118421,101.0702632,100.8602632,,Trevor Gott,RP,R,R,MIL,30,4.057,-0.119867362,,,0,,,SEA,1.0,1200000.0,1200000.0
15291,Steven Brault,CHC,0,0,0,9,0,9.0,8.000002543,5.000001589,0.0,0.32,0.71428571,0.44,0.0,3.000000954,2.83,3.334653295,5.308479794,0.088804558,0.31210191,91.23191366,-1.085960314,,,,0.32484076,90.99753945,2.729488306,0.05095541,85.58488464,-0.714893114,0.31210191,82.01944157,-0.855782583,,,,,,,,,,,,,,,,,83.61428571,,77.928,78.86470588,102.4714286,,,,86.19358974,93.03589744,86.82948718,,Steven Brault,RP,L,L,CHC,31,4.167,0.088804558,,,0,,,,,,
15423,Andrew Heaney,LAD,4,4,0,16,14,72.2,13.62385369,2.353211092,1.733945015,0.291139241,0.78947368,0.345238095,0.179487179,3.096330384,3.39,3.745458547,2.829891728,1.139724225,0.62520325,92.98031382,-0.727540482,,,,,,,0.05121951,84.94215805,-3.096358031,0.32357724,83.42399559,2.561747465,,,,,,,,,,,,,,,,,85.26507937,,94.61677503,,95.20427136,,,,94.33211915,101.9578972,101.0858961,,Andrew Heaney,SP,L,L,LAD,32,7.15,1.139724255,,2.0,20000000,10000000.0,,TEX,2.0,25000000.0,12500000.0
15440,Matthew Boyd,SEA,2,0,0,10,0,13.1,8.775000837,5.400000515,0.0,0.161290323,0.85714286,0.413793103,0.0,1.350000129,2.7,3.187431009,4.408735884,0.102375232,0.32291667,92.69684822,0.554662649,,,,0.15104167,90.69265221,2.462699279,0.1875,80.69070095,1.099684302,0.32291667,80.80715253,1.693174496,0.015625,71.95420329,0.043325849,,,,,,,,,,,,,,109.6583333,79.9,80.3796875,72.11851852,107.7145161,,,,93.53177083,94.3578125,91.62864583,,Matthew Boyd,SP,L,L,SEA,32,6.136,0.102375232,,,0,,,DET,1.0,10000000.0,10000000.0
15552,Chad Green,NYY,1,1,1,14,0,15.0,9.600001221,3.000000381,0.600000076,0.3,0.72289157,0.25,0.045454545,3.000000381,3.24,2.845764301,4.150306259,0.332882762,0.63865546,94.81670179,0.525945991,,,,,,,,,,0.3487395,84.70908438,1.646762729,,,,,,,0.01260504,88.409729,0.145650517,,,,,,,,120.2666667,134.4,111.5192053,122.5,,,,,116.3138075,105.0518828,112.358159,,Chad Green,RP,L,R,NYY,32,6.05,0.332882762,,1.0,5000000,5000000.0,,TOR,3.0,23250000.0,2250000.0
15594,Nick Wittgren,STL,1,0,1,29,0,29.0,5.27586311,3.103448888,0.310344889,0.333333333,0.6302521,0.43,0.029411764,5.896552888,4.2,3.836569076,5.123898976,0.088830791,0.32016632,91.58958376,-0.354787577,0.21413721,88.26070426,1.927198965,0.12681913,91.18522669,-1.955137677,0.23076923,84.20996094,-0.949490312,0.10810811,82.12945087,-1.879463427,,,,,,,,,,,,,,,,,103.3486486,,61.97735849,65.77142857,105.8576923,,84.12912621,,81.70935551,98.5970894,92.17276507,,Nick Wittgren,RP,R,R,STL,32,5.071,0.088830791,,,0,,,KCR,1.0,0.0,
15684,Miguel Castro,NYY,5,0,0,34,0,29.0,9.620692186,4.655173638,0.620689818,0.316455696,0.69444444,0.475,0.08,4.03448382,4.87,3.836569123,4.21619802,0.09002661,,,,,,,0.36398467,97.88879523,-2.657885659,0.18582375,92.42948615,-0.238213029,0.44061303,85.67922045,0.595480952,,,,,,,,,,,,,,,,0.00957854,95.590625,,,66.67989418,147.1430435,,,,107.7103516,92.58300781,98.78242187,,Miguel Castro,RP,R,R,NYY,28,6.079,0.09002661,,,0,,,ARI,2.0,8500000.0,3500000.0
15823,Zack Littell,SFG,3,3,1,39,0,44.1,7.917294823,2.639098274,1.624060476,0.310077519,0.72834646,0.433823529,0.145454545,5.075188989,3.64,4.646265896,4.136949641,-0.260842979,0.50659631,94.40799967,-0.839380525,,,,,,,,,,0.36939314,87.75958426,-3.610215858,,,,,,,0.12401055,85.52103765,-0.347665731,,,,,,,,,,94.73619792,,110.0487544,,,94.64301075,100.4013193,103.9914248,103.844723,,Zack Littell,RP,R,R,SFG,27,3.067,-0.260842979,,,0,,,TEX,1.0,0.0,
15873,Sean Manaea,SDP,8,9,0,30,28,158.0,8.886075949,2.848101266,1.651898734,0.290993072,0.67502987,0.381578947,0.149484536,4.955696203,4.05,4.530152521,3.961745333,1.082378574,,,,,,,0.60878324,91.11502433,1.638758175,0.24576954,84.76085745,-7.607833996,0.14544722,81.11965731,-1.634026438,,,,,,,,,,,,,,,,,87.91885246,,,91.10297872,83.61064426,,,,86.7992578,100.9622961,98.12519758,,Sean Manaea,SP,R,L,SDP,31,6.157,1.082378626,,2.0,22000000,11000000.0,,SFG,1.0,12500000.0,12500000.0
16137,Carlos Rodón,SFG,14,8,0,31,31,178.0,11.98314607,2.629213483,0.606741573,0.293103448,0.75059102,0.341404358,0.065217391,2.882022472,2.64,2.25288044,2.906745442,6.2333498,0.61172529,95.45985932,24.87014592,,,,,,,0.01976549,84.44182832,-1.24902232,0.31088777,85.27819403,10.11560665,0.05762144,79.671875,1.506646797,,,,,,,,,,,,,,97.96101695,96.93391813,116.5550931,,126.0600646,,,,117.9950638,102.9760242,107.6073539,,Carlos Rodón,SP,L,L,SFG,30,7.168,6.2333498,,5.0,135000000,27000000.0,19650000.0,NYY,6.0,162000000.0,27000000.0
16350,Ryan Borucki,- - -,2,0,0,32,0,25.1,7.460528095,3.907895669,2.131579456,0.253521127,0.73426573,0.486842105,0.24,5.684211882,5.9,6.072958023,4.454901128,-0.636488587,,,,,,,0.50241546,95.10468938,1.73591033,0.11111111,84.61290442,-1.223376621,0.38647343,87.69761963,-4.61306496,,,,,,,,,,,,,,,,,90.84565217,,,101.0798077,101.059375,,,,99.95008341,93.31695644,95.93133642,,Ryan Borucki,RP,L,L,SEA,29,4.066,-0.636488557,,,0,,,CHC,1.0,0.0,
16502,Ryan Yarbrough,TBR,3,8,0,20,9,80.0,6.862500654,2.475000236,1.350000129,0.305220884,0.73896353,0.37890625,0.115384615,4.500000429,4.4,4.77493116,4.749411383,0.058477581,0.18625277,86.88998171,-0.298303623,0.3045085,82.54807911,-5.796087548,,,,0.23872875,78.82190282,-3.122232307,0.27050998,71.49211813,-1.693875547,,,,,,,,,,,,,,,,,68.31052632,93.25218579,,84.78571429,,,86.7513382,,85.08811808,101.1321033,92.60273063,,Ryan Yarbrough,SP,R,L,TBR,31,4.117,0.058477577,,,0,,,KCR,1.0,3000000.0,3000000.0
16918,Luke Weaver,- - -,1,1,0,26,1,35.2,9.58878573,3.280374066,0.252336467,0.428571429,0.58558559,0.4,0.027777777,6.560748131,5.45,2.691870224,3.821588955,0.464655437,0.60194175,94.80495133,-3.305477124,0.0443828,87.05208588,-1.724483736,,,,0.26074896,86.88612268,-1.768740278,,,,0.09292649,82.29244722,-1.031557932,,,,,,,,,,,,,,83.62879229,93.85652985,98.88603113,101.6,104.4699219,,,,93.52203097,102.8855491,100.2073509,,Luke Weaver,SP,R,R,SEA,29,5.112,0.464655429,,,0,,,CIN,1.0,2000000.0,2000000.0
16929,Touki Toussaint,LAA,1,1,0,8,2,25.1,9.236843264,6.750000847,0.710526405,0.228070175,0.71022727,0.535714285,0.117647058,4.618421632,4.02,4.809799636,4.776889626,0.037917316,0.08584687,93.02410559,1.451122243,,,,0.38283063,91.92108191,-1.805552702,,,,,,,0.32946636,75.55166325,1.104973081,,,,0.20185615,86.57167071,2.937753499,,,,,,,,,102.8633803,84.95483871,81.15380117,,,,91.61149425,90.69071926,89.66078886,89.76890951,,Touki Toussaint,RP,R,R,LAA,27,2.135,0.037917309,,,0,,,CLE,1.0,0.0,
16977,Trevor Williams,NYM,3,5,1,30,9,89.2,8.431227364,2.30855035,1.204461052,0.301204819,0.82304527,0.361867704,0.110091743,3.211896139,3.67,3.881947785,3.941727697,0.697281161,0.52773826,91.2370441,11.29300986,,,,0.12944523,88.89932553,2.044996668,0.12802276,84.37492405,-3.329169694,0.16571835,82.01471969,-5.696801167,0.04907539,78.06655132,-1.175029647,,,,,,,,,,,,,,61.93369565,95.3649635,78.08061911,76.14382022,80.15333333,,,,77.67862084,104.6019508,96.50301151,,Trevor Williams,SP,R,R,NYM,31,6.027,0.697281182,,,0,,,WSN,2.0,13000000.0,6500000.0
17432,Jeff Hoffman,CIN,2,0,0,35,1,44.2,9.067165857,4.634329216,1.007462873,0.289256198,0.74576271,0.285714285,0.074626865,3.828358917,4.2,4.298998385,5.064328752,0.22617726,0.52004717,94.38203191,-1.838891413,,,,,,,,,,0.2370283,81.39060374,-2.056690313,,,,,,,0.24292453,87.78337349,-0.061204504,,,,,,,,89.6,,98.2295082,,89.30348259,,,,90.15352462,92.11207888,90.81823574,,Jeff Hoffman,RP,R,R,CIN,30,4.105,0.22617726,,,0,,,MIN,1.0,0.0,
18088,Cody Stashak,MIN,3,0,0,11,0,16.1,8.265307731,0.0,0.551020515,0.306122449,0.61643836,0.26,0.038461538,3.857143608,2.83,2.071614473,3.632202807,0.372368246,0.48898678,90.88536388,-1.413188383,,,,,,,0.01762115,84.43374634,0.172943849,0.49339207,82.27409145,3.29697492,,,,,,,,,,,,,,,,,39.6,,89.22342342,,142.18125,,,,112.5772894,100.2014652,105.1930403,,Cody Stashak,RP,R,R,MIN,29,3.064,0.372368246,,,0,,,,,,
18282,Jarlín García,SFG,1,4,1,58,0,65.0,7.753847064,2.492307985,1.384615547,0.27027027,0.69230769,0.390625,0.114942528,3.738461977,4.28,4.266277291,4.247694799,-0.080961667,0.42857143,93.67506286,3.086635586,,,,,,,0.28768473,85.12544815,-1.150817093,0.28374384,82.52598741,0.201195758,,,,,,,,,,,,,,,,,100.1600683,,85.90666667,,102.2979094,,,,94.6593254,98.6405754,98.19107143,,Jarlín García,RP,L,L,SFG,30,5.114,-0.080961667,,,0,,,PIT,1.0,2500000.0,2500000.0
18333,Alex Young,- - -,1,1,0,25,1,26.2,7.087502474,3.712501296,0.0,0.34939759,0.73170732,0.542168674,0.0,2.362500825,3.64,2.887430923,4.053222236,0.412933227,0.03820225,91.47070313,0.088585578,0.00674157,84.87963359,0.387696885,0.23595506,90.5632806,-0.372718528,0.32134831,86.09885844,1.906086285,0.24494382,82.75726486,0.820945829,0.15280899,82.15780729,-1.287352759,,,,,,,,,,,,,,118.4722973,98.26201117,61.65555556,55.56262626,,,68.0,,93.56218322,97.60188031,98.43034036,,Alex Young,RP,L,L,SFG,29,2.143,0.41293323,,,0,,,CIN,1.0,0.0,
18333,Alex Young,- - -,1,1,0,25,1,26.2,7.087502474,3.712501296,0.0,0.34939759,0.73170732,0.542168674,0.0,2.362500825,3.64,2.887430923,4.053222236,0.412933227,0.03820225,91.47070313,0.088585578,0.00674157,84.87963359,0.387696885,0.23595506,90.5632806,-0.372718528,0.32134831,86.09885844,1.906086285,0.24494382,82.75726486,0.820945829,0.15280899,82.15780729,-1.287352759,,,,,,,,,,,,,,118.4722973,98.26201117,61.65555556,55.56262626,,,68.0,,93.56218322,97.60188031,98.43034036,,Alex Young,RP,L,L,SFG,29,2.143,0.41293323,,,0,,,CIN,1.0,1150000.0,1150000.0
30115,Robert Suarez,SDP,5,1,1,45,0,47.2,11.51748405,3.965035494,0.755244856,0.247524752,0.84710744,0.432692307,0.111111111,2.265734568,3.27,3.217326121,3.244458261,0.693247437,0.44444444,97.92277475,1.822600964,0.08988764,94.57992893,-0.326733734,0.20099875,96.88819876,5.686530154,0.20973783,89.23331124,1.778894067,0.00998752,88.17463684,-0.270883258,0.04494382,80.63583713,-0.352503125,,,,,,,,,,,,,,106.164881,123.2636364,128.0265363,111.2911243,,,82.07462687,,115.447375,100.277125,104.2505,,Robert Suarez,RP,R,R,SDP,32,1.0,0.693247437,,,0,,,SDP,5.0,46000000.0,9200000.0
