playerid,Name_x,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2024 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
16350,Ryan Borucki,PIT,0,0,0,14,0,11,10.63636548,3.27272784,1.63636392,0.387096774,0.55555556,0.5,0.25,7.36363764,7.32,4.530116378,3.266122273,-0.044543315,,,,,,,0.24712644,94.25830646,-1.890408579,0.12643678,84.89667858,-0.555846229,0.62643678,87.58805189,-0.8203049,,,,,,,,,,,,,,,,,79.63636364,,,100.4023256,111.0207447,,,,96.50517241,97.27241379,103.4511494,,Ryan Borucki,RP,L,L,PIT,31,6.006,-0.044543315,0.161020413,,0,,,,,,
16502,Ryan Yarbrough,- - -,5,2,1,44,0,98.2,5.929054551,2.918919163,1.003378462,0.212230216,0.79107505,0.407801418,0.101851851,3.192567835,4.2,4.636074496,4.841786417,-0.053686798,0.16974901,86.80164762,-0.807817794,0.0990753,83.92201701,-6.436274007,0.30317041,86.03561155,12.63576797,0.15323646,77.33868198,0.668768644,0.27476882,71.3729295,6.272650972,,,,,,,,,,,,,,,,,74.41843972,95.41943927,83.75640418,66.46723933,,,95.064,,81.48742798,99.67368211,95.80726352,,Ryan Yarbrough,RP,R,L,TOR,33,6.117,-0.053686798,-0.041027792,,0,,,,,,
16814,Tim Hill,- - -,4,0,0,62,0,67,4.164179934,2.552239315,0.26865677,0.316455696,0.69327731,0.682203389,0.054054054,3.358209624,3.56,3.569464933,4.016395038,0.494999468,0.25813008,90.7686931,-1.037753977,,,,0.68800813,88.69183611,6.513106819,,,,0.05182927,82.22654335,-2.401964344,,,,,,,,,,,,,,,,0.00203252,,,107.4375152,103.3754616,157.0705882,,,,107.2546631,104.4689288,99.42023729,,Tim Hill,RP,R,L,NYY,35,6.112,0.494999468,-0.087185957,,0,,,,,,
16943,Sean Newcomb,OAK,1,0,0,7,0,10,6.300000601,7.200000687,1.800000172,0.259259259,0.72368421,0.5,0.2,6.300000601,5.53,7.06648015,5.978488453,-0.226183802,0.47282609,93.87452294,-2.031101249,,,,0.11956522,93.29632013,0.635622535,0.03804348,85.45760672,0.287674587,0.20652174,82.5695351,-1.003378842,0.16304348,79.50620931,0.003667928,,,,,,,,,,,,,,94.87142857,103.8076923,98.7137931,90.25909091,,,,,99.34456522,89.38695652,91.91576087,,Sean Newcomb,RP,L,L,ATH,32,5.041,-0.226183802,0.012986633,,0,,,BOS,1,0,
16977,Trevor Williams,WSN,6,1,0,13,13,66.2,7.965000304,2.430000093,0.405000015,0.266666667,0.80246914,0.453551912,0.042253521,2.025000077,3.17,2.791479764,3.816768756,1.979916573,0.36278195,89.1898984,9.091625147,,,,0.12406015,87.8873402,1.956025731,0.16635338,83.05014124,-0.757029101,0.34680451,78.95463351,2.869174313,,,,,,,,,,,,,,,,,70.14134078,,62.51136951,90.02713178,99.92750678,,,,81.44981203,103.5977444,93.87359023,,Trevor Williams,SP,R,R,WSN,33,8.027,1.979916573,0.739014208,2,18000000,9000000,,WSN,2,14000000,7000000
17192,Jalen Beeks,- - -,7,4,10,71,0,70,7.071430306,3.471429423,0.771428761,0.321266968,0.65922921,0.450892857,0.073170731,4.500001104,3.8,3.99505141,4.651975704,0.617543191,0.55322716,94.72973189,3.464675233,0.17183571,85.1236876,-1.484404754,,,,0.25733445,89.016662,-3.433849301,0.00586756,82.32183838,0.183925342,0.00922045,74.86890203,0.141625237,,,,,,,,,,,,,0.00251467,81.62473023,88.00083333,73.43645101,,,,86.70636916,,77.98172674,93.81453196,88.95723434,,Jalen Beeks,RP,L,L,PIT,31,6.003,0.617543221,0.318098396,,0,,,,,,
17432,Jeff Hoffman,PHI,3,3,10,68,0,66.1,12.07537781,2.170854438,0.814070414,0.278145695,0.80204778,0.375796178,0.09375,2.170854438,2.87,2.518238523,2.801181328,2.042233706,0.36263736,96.85885847,3.951480061,,,,0.10989011,96.67393466,3.579361279,,,,0.40759241,86.91707835,5.106356695,,,,,,,0.11988012,90.6338623,-0.761638876,,,,,,,,,,118.1544987,112.4623188,117.8067164,,,103.5260504,115.8178788,100.0846465,103.9019192,,Jeff Hoffman,RP,R,R,PHI,32,6.084,2.042233706,0.887159526,3,30000000,10000000,,TOR,3,33000000,11000000
17479,Jack Flaherty,- - -,13,7,0,28,28,162,10.77777803,2.111111161,1.333333365,0.285347044,0.80892608,0.395121951,0.154838709,3.166666741,3.54,3.475121761,2.995870533,3.215585768,0.44149766,93.40228854,5.975080501,,,,0.02223089,90.49886924,-1.382128004,0.02769111,85.85412598,-1.775404826,0.29017161,84.81944357,0.009106889,0.21801872,77.41383539,12.32004762,,,,,,,,,,,,,0.00039002,86.507,,91.54301021,74.77241055,94.89955041,101.325288,,,94.08399181,102.393779,101.507008,,Jack Flaherty,SP,R,R,LAD,29,7.006,3.215585709,2.607844591,4,88000000,22000000,,,,,
17490,Génesis Cabrera,TOR,3,3,2,69,0,62.2,7.180852667,4.164894547,1.436170533,0.294444444,0.7875,0.427807486,0.142857142,3.590426333,4.4,5.129246174,4.743723563,-0.498635471,0.17572816,96.04533192,-9.882240962,,,,0.23398058,96.05283973,-4.233154848,0.07669903,88.17036689,1.166782357,0.39320388,89.17989969,5.954320278,0.12038835,78.88678963,1.754528385,,,,,,,,,,,,,,49.13461538,91.64958678,113.1411765,91.81341991,,,80.74135338,,87.97677165,94.67598425,90.2640748,,Génesis Cabrera,RP,L,L,TOR,28,5.011,-0.498635471,0.000145058,,0,,,NYM,1,0,
17496,Diego Castillo,MIN,0,0,0,7,0,10,5.400000515,7.200000687,0,0.275862069,0.8125,0.517241379,0,2.700000257,3.97,4.366479893,6.180890153,0.025092594,0.08474576,96.71319987,-0.314929057,,,,0.25423729,95.12907986,-0.259835064,0.03389831,89.96523031,-0.032111879,0.62711864,86.74379751,1.38142094,,,,,,,,,,,,,,,,,49.575,,72.17142857,85.29268293,102.7846847,,,,93.89830508,90.73276836,95.83050847,,Diego Castillo,RP,R,R,MIN,31,4.169,0.025092594,-0.036802057,,0,,,COL,1,0,
17586,Tanner Scott,- - -,9,6,22,72,0,72,10.50000083,4.500000358,0.37500003,0.247058824,0.79691517,0.5,0.0625,1.750000139,2.96,2.916479758,3.382818733,1.638567209,0.59243336,97.17322716,13.07959577,,,,,,,0.00085985,92.20310211,-0.021046951,0.40670679,88.67314061,4.644851737,,,,,,,,,,,,,,,,,,,151.4943317,,135.7937167,,,,145.2026054,100.1461066,110.0385387,,Tanner Scott,RP,R,L,SDP,30,6.059,1.638567209,0.849746168,3,36000000,12000000,,LAD,4,72000000,17127897
17610,Tanner Rainey,WSN,0,0,0,50,0,51,7.764706463,5.117647442,1.411764811,0.267123288,0.75581395,0.281045751,0.094117647,4.764706239,5.49,5.421381908,5.902180268,-0.196845204,0.70926518,94.21664438,-2.641913775,,,,,,,0.01384452,85.98170823,-0.899033938,0.27689031,86.78585487,-0.724743422,,,,,,,,,,,,,,,,,86.64444444,,111.4522936,,103.8506024,,,,109.1320175,96.79287281,99.12653509,,Tanner Rainey,RP,R,R,WSN,32,5.127,-0.196845204,-0.200887799,,0,,,PIT,1,0,
17735,Tyler Alexander,TBR,6,5,0,23,9,107.2,7.523220258,2.006192069,1.922600733,0.277955272,0.73033708,0.312121212,0.138554216,5.099071509,4.68,5.079792585,4.633910782,-0.569327503,0.21043165,89.79818543,1.986998338,0.32733813,85.24073875,-3.016472533,0.13369305,89.68773648,-4.592701998,0.13669065,81.41989618,-6.701236766,0.19184652,77.81574097,4.573934387,,,,,,,,,,,,,,,,,101.8964912,,84.62715054,60.91141553,114.0790065,,98.17566038,,93.98598316,105.6676633,103.6328572,,Tyler Alexander,SP,R,L,TBR,30,5.011,-0.569327474,0.26687777,,0,,,,,,
17755,Drew Smith,NYM,1,1,2,19,0,17.2,11.71698535,4.58490731,1.018868291,0.355555556,0.82644628,0.255319148,0.08,3.056604874,4.43,3.562706336,4.230643,0.220380157,0.46341463,95.13502904,-0.022897135,0.27439024,89.31529948,-1.448984012,,,,0.05182927,85.72570801,-0.606323272,0.13719512,84.91029188,-0.041629713,0.07317073,76.76480103,0.747729156,,,,,,,,,,,,,,66.02352941,79.05416667,119.4922481,,102.9181818,,150.4903226,,117.0468354,101.5120253,103.3734177,,Drew Smith,RP,R,R,NYM,31,6.034,0.220380157,0.005892416,1,2000000,2000000,,,,,
17796,Dillon Tate,- - -,2,1,1,33,0,36.2,6.627273704,2.94545498,0.490909163,0.336134454,0.67028986,0.495867768,0.057142857,4.663637051,3.83,3.711934404,4.446124355,0.213925771,0.00507614,93.89016724,0.073091377,,,,0.53637902,92.70087151,-0.246438611,0.12521151,83.78307858,-1.274307393,0.33333333,79.56602207,-0.560423449,,,,,,,,,,,,,,,,,83.68918919,,,87.51316614,124.3086294,,,,99.32177966,95.58269785,95.83874981,,Dillon Tate,RP,R,R,TOR,31,4.144,0.213925779,0.038286652,,0,,,,,,
17859,Adbert Alzolay,CHC,1,4,4,18,0,17.1,6.750001238,3.115385187,3.115385187,0.265306122,0.73863636,0.418181818,0.260869565,4.67307778,6.79,7.378019012,4.884337402,-0.813818038,0.21580547,95.06507895,0.676151976,0.11246201,90.65170371,-0.81085784,0.22492401,94.68931456,-1.80204659,0.00607903,87.18260193,0.033727009,0.44072948,87.38069774,-2.804156441,,,,,,,,,,,,,,,,,76.65,,92.8761194,93.68947368,133.1913043,,101.088,,112.6968208,98.16271676,98.49190751,,Adbert Alzolay,RP,R,R,CHC,30,4.05,-0.813818038,0.004497065,,0,,,,,,
18064,Phil Maton,- - -,3,3,3,71,0,64,8.437501509,3.375000603,0.984375176,0.242424242,0.75498575,0.467836257,0.114754098,3.656250654,4.31,4.260229974,4.279487989,0.105010569,,,,0.35376045,88.77134853,5.577994708,0.09192201,87.50057706,2.465513181,0.00092851,83.68990326,-0.351199359,0.26462396,81.66573979,-1.812639616,0.28876509,74.82235355,-0.044836175,,,,,,,,,,,,,,,91.05194282,,54.8225,141.1913738,,74.6837724,,93.04670018,95.09867755,101.4847475,,Phil Maton,RP,R,R,NYM,32,7.047,0.105010569,0.118705422,,0,,,,,,
18335,Josh Staumont,MIN,1,0,0,25,0,24.1,6.657535116,5.178082868,0,0.246376812,0.625,0.470588235,0,3.69863062,4.37,3.53634284,5.027638997,0.217351317,0.08095238,94.06817268,0.787130542,,,,0.29047619,94.97869173,0.977036815,,,,0.61428571,86.52662458,4.645965435,0.01428571,79.03725179,-0.992589917,,,,,,,,,,,,,,,69.5,95.20714286,92.85533981,122.3295547,,,,110.521608,92.02035176,95.49246231,,Josh Staumont,RP,R,R,MIN,31,5.028,0.217351317,0.026109533,,0,,,,,,
18337,Nick Anderson,KCR,3,1,1,37,0,35.2,7.317757531,3.785046999,1.5140188,0.284313725,0.79812207,0.398148148,0.136363636,4.037383465,5.14,5.07302197,4.751387458,-0.219444349,0.2513089,94.74593777,-5.234562028,,,,0.23385689,95.16275799,0.796339612,0.05933682,88.2128619,0.006500021,0.45549738,81.83489733,0.428891413,,,,,,,,,,,,,,,,,81.632,113.0484,60.87480315,70.49117647,,,,,87.49421053,99.67526316,96.60719298,,Nick Anderson,RP,R,R,KCR,34,5.094,-0.219444349,-0.028086424,,0,,,,,,
18383,Michael Soroka,CHW,0,10,0,25,9,79.2,9.489540506,4.970711694,1.468619364,0.261083744,0.67510549,0.402843601,0.144444444,4.744770253,4.59,4.948906699,4.535694405,0.385195166,0.32545202,93.54206939,1.809645161,,,,0.21210014,92.38677478,-4.599456433,0.09735744,82.22362758,-4.923018958,0.3650904,81.99347842,2.013698712,,,,,,,,,,,,,,,,,112.9571429,,95.76688034,77.27287582,102.9092979,,,,96.12022691,95.38158757,93.91398962,,Michael Soroka,SP,R,R,CHW,27,6.009,0.385195196,0.864164114,,0,,,WSN,1,9000000,9000000
18403,Enyel De Los Santos,- - -,1,2,2,64,0,64,9.281252075,3.515625786,2.390625534,0.290909091,0.8005618,0.344444444,0.195402298,5.203126163,5.31,5.963355403,4.565616518,-0.947051696,0.49379433,95.5376371,-9.542374898,,,,,,,0.07624113,87.5795061,-1.910396669,0.42907801,86.52143292,0.324908219,,,,,,,,,,,,,,,,0.00088652,78.75106732,,77.37695446,,109.7570823,,,,90.74137506,103.456727,99.49534587,,Enyel De Los Santos,RP,R,R,CHW,29,4.015,-0.947051704,0.097676292,,0,,,ATL,1,0,
18655,A.J. Minter,ATL,5,4,1,39,0,34.1,9.174758641,2.883495573,1.572815767,0.222222222,0.94202899,0.458823529,0.166666666,2.621359612,3.31,4.448033366,3.761595477,-0.053725269,0.47701149,94.7576164,3.63990188,0.34482759,89.54034831,-0.261463068,,,,0.17816092,86.92852193,1.521782305,,,,,,,,,,,,,,,,,,,,66.33763441,,114.4807229,,,,113.3311111,,105.5070881,101.9712644,102.5653257,,A.J. Minter,RP,L,L,ATL,31,6.154,-0.053725269,0.540845871,1,5000000,5000000,,NYM,2,22000000,11000000
19206,Dakota Hudson,COL,2,12,0,18,18,89,4.955056605,5.056180209,1.112359646,0.30449827,0.63492063,0.523489932,0.125,6.168539855,6.01,5.526030542,5.414308507,0.004712492,0.13029101,90.18636977,-2.639793359,0.24272487,84.46439671,-2.646506395,0.33928571,90.66713115,-1.590273809,0.10119048,83.8898846,-8.555650894,0.17261905,80.43815852,1.419500124,,,,,,,,,,,,,,,,0.01388889,84.28905109,103.4396887,63.8042654,70.9130064,98.86882353,,,,83.86913319,95.33699789,90.70317125,,Dakota Hudson,SP,R,R,COL,30,5.141,0.004712492,-0.041838396,,0,,,LAA,1,0,
19274,Jacob Webb,BAL,2,5,2,60,0,56.2,9.21176698,4.288236353,0.635294274,0.244897959,0.72115385,0.34,0.0625,3.017647804,3.51,3.519421042,4.30945426,0.637088716,0.44325482,93.54853563,-0.028596718,,,,,,,0.27623126,84.40277525,4.757574793,0.28051392,82.8290792,1.901001271,,,,,,,,,,,,,,,,,111.0402344,,105.0636364,,110.340856,,,,108.2559304,99.009358,102.2027203,,Jacob Webb,RP,R,R,BAL,31,4.046,0.637088716,0.039444689,,0,,,TEX,1,1250000,1250000
19309,Trevor Richards,- - -,2,2,1,55,2,65.1,8.54081749,4.821429228,0.964285846,0.216374269,0.63202247,0.352272727,0.081395348,4.545918987,3.62,4.360357492,4.95779721,0.078178966,0.46251053,92.35656449,0.441995613,,,,,,,0.53074979,79.20574971,3.659623478,0.00336984,84.38452148,0.087758716,,,,,,,,,,,,,,,,0.00336984,108.211361,,85.93395745,,,,,,97.90481504,94.04971199,97.25091854,,Trevor Richards,RP,R,R,MIN,32,6.07,0.078178957,-0.017954249,,0,,,,,,
19312,Cal Quantrill,COL,8,11,0,29,29,148.1,6.674157532,4.186516997,1.395505666,0.300225734,0.75073602,0.443722943,0.149350649,4.975281069,5.31,5.31704165,4.871081823,0.495717555,0.15134317,94.23231445,-5.599030457,0.12599319,87.94925394,-0.23782371,0.25047295,93.9297111,-15.64257351,0.02913356,85.36836698,-0.375296935,,,,0.1286417,79.92184053,-2.815389458,,,,0.31441544,86.74881543,3.646675341,,,,,,,,87.80571429,97.65331325,,78.83079096,,,75.71657303,108.6609929,90.13147946,95.5214831,93.8997092,,Cal Quantrill,SP,L,R,COL,30,5.132,0.495717555,0.707996547,,0,,,,,,
19320,Joey Lucchesi,NYM,0,2,0,2,2,10.1,6.096774381,6.96774215,0.870967769,0.233333333,0.68493151,0.448275862,0.083333333,5.225806612,6.05,5.392286298,5.890102527,-0.039820272,0.27374302,90.03147919,0.141507909,,,,0.44692737,90.0256958,-1.301576164,0.27374302,76.74179887,0.339460161,,,,,,,,,,0.00558659,81.84799957,-0.038078323,,,,,,,,,51.3,,89.4,,,62.7,,75.05294118,90.51764706,83.14117647,,Joey Lucchesi,SP,L,L,NYM,32,4.113,-0.039820272,-9.99E-05,,0,,,SFG,1,0,
19349,Caleb Ferguson,- - -,1,4,1,62,0,54.1,11.09816289,4.141105554,0.993865333,0.340136054,0.66579634,0.467105263,0.133333333,4.638038221,4.11,3.737032099,3.553726122,0.286290718,0.42492013,93.91943971,-7.376976378,0.26304579,89.13509576,5.727698803,0.10223642,94.03736369,0.427786443,,,,0.0085197,85.38904953,-0.094409101,0.20127796,81.01813874,0.284269724,,,,,,,,,,,,,,,84.93858439,87.67571169,94.50652174,129.2,,88.67791247,,88.38722653,103.0415968,98.08634581,,Caleb Ferguson,RP,R,L,HOU,28,6.093,0.286290705,0.420984358,1,3000000,3000000,,PIT,1,3000000,3000000
19361,Corbin Burnes,BAL,15,9,0,32,32,194.1,8.382504508,2.222984621,1.018867951,0.269303202,0.75461455,0.481751824,0.116402116,2.917667315,3.34,3.547268811,3.546083161,3.738384724,,,,0.44993324,95.32144265,18.68078678,0.07843792,97.00668218,-1.639993861,0.11048064,89.25407737,0.663059909,0.14252336,87.25792228,4.034737222,0.21862483,80.39000477,2.109454162,,,,,,,,,,,,,,110.4546828,109.3706977,,103.6459227,133.4477477,,124.9365456,,119.5674683,102.6444556,107.0129259,,Corbin Burnes,SP,R,R,BAL,30,6.049,3.738384724,3.645526886,6,180000000,30000000,21050000,ARI,6,210000000,33041322
19374,Walker Buehler,LAD,1,6,0,16,16,75.1,7.646018215,3.345132969,1.911504554,0.316017316,0.70281124,0.454545454,0.188235294,5.376106558,4.78,5.542586133,4.487551299,-0.160544306,0.28742515,95.01657104,-8.794603761,0.21107784,91.22242769,3.611186456,0.16317365,94.84711869,-1.166995157,0.0508982,90.00887523,-4.127140742,0.09580838,82.93833923,-0.804888308,0.19161677,77.91560364,-3.987135224,,,,,,,,,,,,,,69.55909091,,84.52297297,81.8785,119.4049645,100.0878788,102.5288889,,93.42584541,101.1995169,99.54653784,,Walker Buehler,SP,R,R,LAD,30,6.168,-0.160544306,1.389659882,1,15000000,15000000,,BOS,1,21050000,21050000
19403,Colin Poche,TBR,1,2,2,43,0,37.1,7.955358227,3.133928998,1.68750023,0.23,0.81325301,0.333333333,0.132075471,3.857143383,3.86,4.880765726,4.58977762,-0.319651455,0.68139963,91.30698902,2.659004923,,,,,,,,,,0.31860037,83.21825325,0.299016625,,,,,,,,,,,,,,,,,,,96.80221607,,64.46686391,,,,86.53896353,92.71996161,95.60806142,,Colin Poche,RP,L,L,TBR,31,5.114,-0.319651455,-0.056653891,,0,,,,,,
19427,Shane Bieber,CLE,2,0,0,2,2,12,15,0.75,0,0.416666667,1,0.5,0,0,2.76,0.083146445,0.587149247,0.768960118,0.41566265,92.47847317,0.428870711,0.06626506,87.25715221,0.223632745,,,,0.13253012,89.51641291,-0.363699768,0.27710843,85.90658437,2.974410288,0.10843373,83.26327854,-0.30395633,,,,,,,,,,,,,,59.37727273,,91.82898551,,120.1804878,138.1555556,74.675,,97.90060241,101.5771084,99.58795181,,Shane Bieber,SP,R,R,CLE,30,6.097,0.768960118,1.538555741,2,40000000,20000000,,CLE,2,26000000,13000000
19447,Patrick Sandoval,LAA,2,8,0,16,16,79.2,9.150627907,3.953975022,0.903765719,0.340707965,0.66189624,0.45021645,0.102564102,5.083682171,4.25,3.869408671,4.044345777,1.246824145,0.1599723,93.99777631,-5.011397433,,,,0.17382271,93.98327783,-4.55425363,0.283241,83.15360445,2.996286891,0.29432133,87.00483456,1.390032127,0.08864266,76.53266907,2.315367159,,,,,,,,,,,,,,95.00880196,95.76076923,55.92077922,63.33027888,149.7073394,,,,98.32479224,98.29314404,98.5932133,,Patrick Sandoval,SP,L,L,LAA,28,4.149,1.246824145,0.206809014,,0,,,BOS,2,18250000,9125000
19753,Jonathan Loáisiga,NYY,1,0,0,3,0,4,6.75,2.25,0,0.4375,1,0.5625,0,0,4.28,2.416479778,3.172483981,0.148720786,0.01639344,98.49819946,-0.021046951,,,,0.67213115,98.19598538,-1.400969941,0.16393443,90.07047119,0.656426743,0.14754098,88.23144531,0.030370928,,,,,,,,,,,,,,,,,67.31,158.5888889,85.6,101.3536585,,,,,103.9590164,105.8754098,109.9754098,,Jonathan Loáisiga,RP,R,R,NYY,30,6.022,0.148720786,0.446984977,1,3000000,3000000,,NYY,1,5000000,5000000
19867,Griffin Canning,LAA,6,13,0,32,31,171.2,6.815534384,3.46019438,1.625242815,0.282608696,0.69595262,0.407129455,0.148325358,5.19029157,4.74,5.257742038,4.751002728,0.211226789,0.37643778,93.70315032,-10.94237423,,,,0.00941094,93.23551432,-0.051351722,0.26664343,88.80850008,3.861677174,0.24050192,87.93109007,-6.158383753,0.10700593,80.84128235,-2.713148437,,,,,,,,,,,,,,96.45162861,74.50256286,72.76703266,76.1,107.2041035,,,,87.62287416,97.67656087,96.91999853,,Griffin Canning,SP,R,R,LAA,29,5.075,0.211226791,0.510760009,,0,,,NYM,1,4250000,4250000
19990,Bryse Wilson,MIL,5,4,0,34,9,104.2,7.050955842,2.665605257,1.719745327,0.268852459,0.80733945,0.377708978,0.143884892,4.041401519,5.35,5.086862061,4.610771284,-0.224974975,0.15225335,93.64710938,-7.815051004,0.34835566,88.88878797,6.68237666,0.31973203,93.17421875,6.721474703,0.0408039,87.8511726,-0.528787486,,,,0.13885505,80.49692897,-7.497035649,,,,,,,,,,,,,,54.04284199,106.4710526,84.712047,91.64868179,,,98.31139763,,93.31805735,104.6857064,98.37558664,,Bryse Wilson,SP,R,R,MIL,27,4.036,-0.224974975,0.20336701,,0,,,CHW,1,1050000,1050000
20633,Yusei Kikuchi,- - -,9,10,0,32,32,175.2,10.55408008,2.254269531,1.280834961,0.309368192,0.71910112,0.425887265,0.135135135,4.047438477,3.7,3.456802369,3.199050302,3.5434829,0.47070915,95.57594159,-1.161499515,,,,,,,0.11099692,86.77943251,-0.480868585,0.23227133,88.39309953,7.813097041,0.18602261,82.54004805,1.341596961,,,,,,,,,,,,,,99.24351852,98.90973783,114.2507278,,111.3786026,,,,109.1203153,101.2175725,104.8324891,,Yusei Kikuchi,SP,L,L,HOU,34,6,3.54348278,3.032259226,3,54000000,18000000,,LAA,3,63000000,21000000